tract_geoid,HTN_crude_prev,DM_crude_prev
04019002704,33.2,11.2
04015950401,50.6,20.1
04015950602,45,15.9
04015950101,46.2,16.8
04019004317,54.7,16.7
04013812900,28.2,8.6
04019003104,36.3,13.4
04013615800,32.2,10.3
04013816004,24.1,7
04019004047,37.5,10.3
04013815602,23.6,7
04015954801,44.1,14.1
04019004071,38.8,12.2
04019004046,35.3,10.5
04019004337,51.5,15.9
04019004063,27.8,7.5
04015953406,44.3,15.2
04015951503,52.3,18
04015951601,43.1,16.4
04019001900,32.8,9.5
04013618500,26.7,8.5
04017962502,42,12.6
04013817200,29.1,9.3
04013815401,29.5,8.7
04019004055,35.7,10
04019004322,32.2,13
04015952702,41.8,14
04019000401,25,7.5
04019004122,27.9,11
04015953602,38.5,13.4
04013814801,21.1,6
04013615900,26.8,8.3
04017963700,48.8,15.8
04013619500,31,11
04019004008,33.5,10.5
04013810400,26.7,8.4
04015950403,50,17.4
04019004132,23,6.3
04015954802,40.3,14.3
04013816100,23.6,6.9
04015952701,41,15.2
04015951602,40.1,14.6
04013812600,27.8,8.2
04019004052,41,10.9
04013816501,29.3,8.4
04017963400,40.8,12.6
04019004054,37.7,10.2
04015952901,37.1,11.8
04019003202,35.9,12.7
04019004311,33.5,12
04019002509,40.4,18.7
04013816200,26.8,8.3
04019002802,32.8,11.1
04019004126,25.6,6.6
04013816700,25,7.3
04013814000,47.9,15.2
04013813900,27.8,8.6
04019004320,38.1,17.1
04013812200,24.9,7.9
04019003707,32.6,14.4
04019003302,34,10.7
04019004413,33.3,10.8
04017940012,47.4,23.6
04019000402,23.7,6.9
04013815300,27.3,8.3
04013817300,54,16.6
04013810700,25.2,8
04017942400,47.7,24.1
04019004316,39.4,13.6
04013616200,29.1,9.3
04017940013,43.3,19.5
04019004325,52.7,15.1
04015952902,37.3,10.7
04019001302,38,15.3
04017960500,33.3,11
04019004010,33.5,10.2
04013813300,26.8,8.3
04013616700,26.2,8.1
04015951701,42.6,18.2
04019004128,34.4,8.8
04019003706,34,15.4
04019004110,34.9,15.1
04019004067,36.7,12
04017965201,41.7,13
04013981000,48.3,23.5
04019004079,34.2,9.4
04019001700,29.4,8.2
04015952802,43,13.9
04019004133,56.4,16.7
04013810300,28.8,9.3
04013815202,21.1,6.1
04019003003,35.4,11
04019004327,39.4,13
04017964902,45.1,12.6
04013815800,24.5,7.2
04019004310,30.9,10.9
04013617800,36.3,11.9
04013941000,34.2,16.7
04019001100,35.1,15.4
04013816904,24.9,7.2
04013816902,25.4,7.1
04019004030,35.5,9.1
04019004321,31,12.1
04013815501,24.3,7.2
04013723310,33.2,10.5
04017940011,44.6,21.4
04013813000,32.8,9.9
04019002508,31.9,13.2
04013618000,30.7,10.1
04019001500,23.9,7.2
04017960600,36.5,13.5
04015952004,42.8,14.6
04013813400,26.8,8.2
04013811900,27.3,8.6
04013810200,25.7,8.1
04019004053,35.2,9.8
04019004404,51.3,15.3
04019004307,53.1,15.7
04019004338,58.4,18.4
04013619400,24.2,7.6
04015950103,30,9.3
04019004044,37.7,10.2
04013618600,29.4,10.1
04019003505,37.5,15.2
04019004415,36.8,13.1
04015950404,47.7,15.7
04013619602,30.6,10
04013813700,53.6,17.2
04019003801,37.4,18.1
04013815100,23.7,7.2
04019004043,34.6,10.2
04015950102,23.7,6.5
04017963800,35.2,10.4
04013814500,25.4,7.6
04019003002,37,11.6
04013812700,26,7.9
04019002901,34.8,11.4
04019004068,39.5,11.5
04013619800,25.6,7.7
04013940700,42.7,21.6
04019004336,26.7,8.1
04013810500,27.6,8.8
04019004323,25.3,7.7
04019004031,39.8,11.9
04013812300,25.1,7.7
04015953800,40.4,14
04019004131,27.2,9.2
04019000502,12.2,2.2
04019001200,33,13.4
04013619000,32.8,10.2
04019002503,41.1,18.9
04015950706,40.3,14.4
04015953403,43.8,13.8
04013618200,28.7,9.2
04019003601,15,3
04019003400,35.8,12.2
04015953100,43.2,14.1
04013619300,30.9,10.7
04019004109,34.2,10.1
04019004056,33.3,10.3
04017963300,35.3,10.5
04019002904,41.7,12.2
04013814200,30.1,9.2
04015952501,43.6,13.8
04019004080,36.6,9.3
04013814900,27.3,8.3
04013815201,21.5,6.2
04013617400,45.2,14.5
04013816301,52.9,16.6
04019004115,32.6,14
04013619700,30.8,9.9
04013813600,26.5,7.7
04013816800,25.3,7.4
04019004116,29.9,11.7
04019002507,32.1,12.3
04013817400,52.6,17.7
04019002400,38.3,18.1
04019004029,34.7,11.8
04015940400,37.9,18
04019000600,28.1,8
04017960100,40.5,15.8
04013816002,24.5,7
04015952005,43.4,13.5
04017964202,39.4,11.6
04013615500,51.4,15.9
04015950707,40.8,13.1
04019003903,36.7,17.4
04019004033,36.1,13.3
04015953200,43.3,13
04013814100,26.4,8.2
04017940010,47.6,24.5
04019004312,35,13.6
04019004048,34.2,9.9
04013617500,48.9,15.7
04019004039,42.8,13.6
04017965301,39.9,12.1
04015953404,38.9,12
04015953301,40.7,12.3
04013812802,26.6,8.8
04019004069,36.8,12.2
04013814700,28.2,8.4
04013616900,27.3,8.2
04019003004,33.7,9.8
04013615600,45.2,14.2
04013817103,27.1,8.3
04013616100,27.1,8.8
04013618300,33,11
04019004065,27.6,7.8
04019002703,26.4,8
04019003304,30.9,9.6
04015953603,34.2,10.9
04013618700,29.8,10.5
04013814802,22,6.6
04019004335,27.7,8.3
04013815700,25.4,7.8
04019002905,31,9.1
04013816903,24.7,7.1
04019002702,34.9,11.4
04013617100,29.3,8.6
04013617900,34.9,11.3
04013941200,34.3,15.9
04013616000,26,8.2
04017961701,39.2,12.1
04017942500,37,15.2
04013616500,25.5,8.2
04015952003,39.8,13.4
04013813200,24.9,7.7
04013941300,38.5,17.6
04019004414,31.8,11.3
04017964802,45.2,14.5
04019002803,31.8,10.4
04013812801,24.1,7.4
04015953302,39.7,12.2
04013811300,26.9,8.7
04019004074,27.4,7.7
04015952600,39.9,13.5
04013618800,29.5,10.9
04013616800,30,10.1
04019004081,33.1,9
04017965202,30.1,8.6
04019003702,37,18.2
04015953002,41.6,13.7
04019004339,26.4,8.9
04013816901,24.6,7.2
04013617700,26.5,8.6
04013813500,27.3,8.4
04013816001,26.3,7.9
04017961702,40.4,12.2
04019003201,32.2,9.6
04019003502,35.7,12.7
04017964201,45.5,13.8
04019004112,37.1,16
04013810100,31.6,9.5
04019001600,30,8.4
04013811200,22.9,6.7
04013811600,28.9,9.3
04013816502,29.2,9.4
04015952001,38.8,12.7
04013816302,25.1,7.4
04019002201,36,15.8
04015951702,41.2,16.2
04019000501,15.8,3.4
04013817000,30.5,9.6
04013812100,26.4,8.5
04015950703,43.1,16.3
04019004077,35.3,10.3
04013813800,53.3,16.5
04015952007,43,14.1
04013817600,29,8.7
04013615700,30.9,9.4
04015953001,41.6,13.3
04019004078,36.9,11.3
04013619100,25.4,8.3
04019004412,31.4,9.7
04017942300,44.6,20.6
04019000200,34.4,13.9
04013812000,24.9,8.6
04019000800,29.8,9.9
04013617200,27.5,7.8
04015953902,33.5,10.2
04015953405,40.2,12.2
04013617600,34.2,10.7
04019002906,37.7,11.2
04017964901,35.8,10.4
04013814300,26.7,8.4
04013617300,27.2,8.1
04019000300,32.1,11.2
04015952801,43.1,13.3
04015952502,42.4,12.8
04013619200,26.1,8.6
04019004061,35.5,10
04015951403,44.9,15.2
04013817500,52.8,16.9
04019003504,33.8,11.4
04019004058,36,11.1
04019004070,33.2,11
04017940302,40.9,19.1
04013811700,30.8,10.4
04019004037,37.2,13.2
04015951900,42.7,15.7
04013813100,26.3,8.6
04019004073,28.9,8.6
04013815402,23,7
04013816402,28.6,8.7
04019004066,27.1,7.4
04017964801,43.3,12.9
04027001100,38.1,16.5
04019004641,36.7,9.9
04027011601,32.8,17.9
04019004623,33,9.3
04019004631,31.9,9
04025000207,34.9,10.3
04027011505,29.8,14.6
04019004644,30.7,8.8
04025001201,40.7,11.6
04027000403,37.5,17.5
04019005300,32.2,8.6
04019004433,32.6,9.4
04019004622,32.7,9.3
04019980200,29.6,9
04025001705,41.8,12.2
04025000209,36.9,12.1
04019004650,39.6,10.2
04021001307,40.4,14.2
04025001703,43,13.2
04021002001,45.9,17.5
04025000407,39,10.8
04019004438,30.6,8.7
04027011116,42.7,16.4
04021000221,32,10.9
04021001310,34.1,11.8
04027011122,53.5,23.3
04025001904,37.1,11.1
04021001404,34.5,12.9
04027011503,32.1,16.3
04021000212,30.5,10.2
04021001600,37.1,14.6
04027000501,29,10.5
04025001501,38,11.5
04025001106,36.8,11
04021000227,31.6,10.3
04019004619,37.3,9.9
04019005400,30.8,10.5
04025002100,41.6,14.6
04027000700,34.6,16.6
04021001305,39.3,14.7
04021000315,37.9,13
04021001408,48.2,16.3
04021000216,27.7,8.6
04027011117,32.2,12.1
04025000611,33.5,12.8
04019004634,32,8.6
04025001704,35.8,9.9
04025000404,38.8,11.1
04021000324,44.4,15.1
04021000222,28.9,9.4
04019004632,32.1,9
04027000404,40.7,21.2
04021000206,35.1,11.6
04021001713,30.3,10.2
04019004640,34.9,9.1
04027001003,37.5,15.7
04027010911,27.7,10.1
04023966110,25.8,9.9
04019004627,30.3,9.2
04021001701,36.1,12.9
04025001902,38.7,12.5
04021002005,29.9,11.2
04021000217,29.9,10.3
04027000402,30.5,14.1
04021000310,44.5,16.1
04025000618,46.2,15.1
04025000208,33.3,12.1
04019004617,31.2,8.8
04019004618,35.2,10.9
04019940800,42.8,20.7
04021001407,43.3,17.6
04025001901,47.9,18.5
04025000405,40.7,12.6
04027011700,40.9,13.6
04025001402,44.1,13.8
04027011407,28.8,14.4
04021000225,29.2,9.9
04027011203,46.1,19.6
04021941200,38.2,18.9
04027000800,33,13.3
04021000226,27.8,8.7
04021000229,38.4,12.8
04021002200,42.5,17
04021000604,53.9,16
04021000316,47.3,14.6
04019004635,38.1,10.1
04021001308,37.3,17.3
04025000302,41.8,12.5
04019004439,32.1,9.2
04027000100,37.7,18.7
04021001000,42.3,19.9
04021001309,31.7,10.9
04025002001,35,11.9
04021001704,32.3,11.3
04025000612,29.8,10.7
04019004630,31.5,9.3
04019004615,34.2,9.4
04025000206,38.9,12.2
04021000904,37.5,15.5
04019004648,33.6,9.4
04021000603,48.3,14.8
04027010910,53,18.5
04019004435,41.3,14.1
04021000218,27.1,8.6
04021001303,38.2,13.4
04021000325,43.6,15.5
04027011506,26.7,12.2
04019004616,36,9.7
04027011108,33.4,11.7
04021001707,30.6,10.6
04019004620,33.9,10
04021001706,32.8,11.2
04021000211,30.9,10.7
04025000619,41.9,12.6
04025000615,32.1,10.3
04027980005,20.3,5.6
04027010907,34.2,11.4
04021000208,30,9.8
04025000702,39.4,13.8
04021002107,32.6,11
04025001804,39.8,12.3
04019004633,32.9,9.1
04023966109,34.5,12.9
04025002002,34.4,11.8
04027011123,44.7,17.3
04019004727,37.8,10.4
04025001903,38.5,11.5
04023966302,42.4,22.8
04021001306,36,14.4
04019004422,33.7,10.7
04025002003,36.5,12.2
04021001705,35,12.4
04025000604,33.5,10.5
04025000403,32.3,9.7
04025000802,40.9,12.8
04019004515,32.7,12.4
04021000215,32.8,10.7
04025000406,35.6,10
04027000302,37.9,20.2
04027000600,33.9,14.4
04027011125,52.4,17.7
04025000210,39,13.1
04027012100,31.1,11.5
04019004508,41.8,15.5
04027011501,35.6,17.1
04025001601,36.6,12.7
04019004715,38.3,12.3
04019004711,36.1,9.4
04025002005,39.2,11.3
04019004728,39.8,10.8
04021000228,31.5,10.3
04019941000,38.1,17.1
04019004710,30.8,8.5
04027011119,48.4,17
04025000614,32.7,12.2
04021000220,26.3,8.1
04027011801,28.6,10.2
04019004432,22.3,7.1
04027011120,50.9,18.5
04021001200,44,17.6
04027000301,41.4,22.4
04019004613,32.2,10.2
04025000613,35,10.8
04027011802,36.8,18.7
04021000806,35.2,12.4
04021000320,48.1,18.8
04021941300,37.7,18.7
04027010915,44,16.1
04019004440,30.1,8.4
04019004621,41.6,11.2
04027000910,27.1,10.5
04019004625,28.6,8.1
04025001801,38.8,11.4
04019004722,43.4,11.3
04023966200,34.7,16.7
04023966401,40.7,21.2
04027011107,28.8,9.5
04025000301,31.2,9.2
04019004717,38.6,10.3
04025001004,36.7,9.9
04025001103,43.2,13.4
04019004610,30.5,9.3
04021000312,39.1,14.6
04019004514,36.4,14.2
04021001709,30.9,10.3
04021000204,29.7,9
04021000322,34.5,12.6
04021002400,44.9,21.2
04027011403,35.3,19.1
04019004434,36.1,12.1
04021000902,32.7,12
04019004721,34.7,9.7
04019004645,28.9,8.3
04027011118,57.5,21.1
04025001701,38.5,11.7
04019004626,29.9,9.1
04019004725,31.1,8.6
04021000201,45.7,15.9
04021001717,52.5,17.2
04023966000,43.5,13.9
04027011204,45.2,15.7
04025000901,35,12.8
04027011121,27.4,9
04027011124,56,20.2
04021001100,33.5,12.3
04027011408,27.6,13
04027000909,28.3,12.7
04025000211,36,11.9
04027000200,37.5,18.5
04021001900,44.2,21.1
04025001605,39.5,13.3
04019004712,36.7,10.6
04019004513,40.6,16.1
04025002007,39.9,13.3
04025000803,32.2,10.1
04019004649,44,13
04021001405,45.1,15.6
04019004628,39.6,11.9
04025002006,33.3,9.6
04027011405,31.4,16.1
04021000321,42.6,15.5
04021000805,40.5,12.8
04025000609,34.4,12.5
04019004426,28.5,8
04019004729,38.5,9.5
04027000903,29.5,10.7
04019004730,37.6,9.6
04021001406,36.6,16.1
04021000317,50.4,16.7
04019980100,30.5,8.5
04027011112,52.2,18.6
04021002104,40.3,14.7
04019004436,39.3,11.2
04025000701,39.6,12.7
04019004510,25.5,8.6
04021000903,25.6,8.1
04027010914,43.7,17.8
04027000902,30.7,12.1
04023966111,32.2,13.8
04021000700,42.1,17.8
04019004724,38.1,10.2
04023966107,32.4,13.2
04025001502,42.1,14.8
04027010916,51,24
04023966101,46.2,16
04021000224,29.7,9.8
04021000307,40,13.1
04027980006,13.3,2.5
04021000313,42.1,13.8
04023966103,37.9,18.6
04019940900,40.3,17.4
04021000219,26.8,8.3
04025001105,41.8,12.7
04019004506,35.8,13.6
04027011114,51.4,17.9
04021000400,41.6,18.7
04021000319,54,17
04019004614,39.2,11.1
04019941100,42.2,19.8
04021000807,30.1,9.9
04027011602,33.4,17.7
04025001002,38.2,11.5
04027000901,35.5,13.9
04027001200,33.1,12.2
04019004714,34.7,9.1
04019004713,41.2,11.2
04019980400,26,7.5
04023966108,34.5,16.7
04019004423,41.6,13.9
04019004636,36,10.3
04019004639,30.4,8.6
04021941402,36.3,16.7
04025000608,32.3,10.2
04019004720,41.1,10.5
04021001716,30.5,10
04019004418,40.1,12.4
04027000907,29.4,12.3
04027000502,40.6,16
04025000616,35.4,10.8
04021000804,52.4,19.8
04019004505,41.2,16
04021000808,31.6,11
04027001001,45.9,17.3
04019004419,42.1,15.4
04019004437,26.1,7.2
04021002106,41.8,17.6
04027010913,34.8,15.1
04023966402,39.2,19.5
04019004647,31.8,9.6
04019004431,27.1,7.5
04019004511,32.3,11.2
04021941401,39.8,16.7
04025000502,44.4,14.1
04019004726,36.3,9.3
04019004512,38.3,14.1
04019004428,39.5,11.1
04025000617,44.8,15.9
04019004425,39.7,13.1
04021000309,48.1,18.5
04025001604,31.6,9.7
04019004624,30.6,9
04019004642,40.2,10.3
04025001202,37.9,10.5
04021000223,29.3,9.4
04027011000,42.5,18.4
04023966106,35.1,16
04025000205,37.3,11.6
04025001003,40.2,13.4
04021001712,32.8,11.6
04027000908,26,8.9
04021002004,36.7,18.2
04025001300,24.6,7.5
04027011202,44.9,20.3
04021001500,38.5,18.6
04021000802,46.6,16.8
04021002105,38.3,14.2
04021001715,32.5,11.3
04019004646,29.8,8.6
04025001602,38.8,13.4
04021001403,39,16.5
04019004424,37,13
04025001403,43.4,13.9
04025001803,37.6,11.3
04019004723,32.5,8.6
04025001104,38.8,11.5
04019005200,41.1,13.8
04019004430,29.8,9.5
04021000323,45.8,15.6
04025000804,39.7,11.4
04021002300,40,15.2
04025000501,31.7,10.2
04019004643,49.4,13
04023966301,35,16.5
04021001714,30.5,10.6
04025001401,44.2,16.8
04021000311,42.1,14.1
04025000902,35.8,10.7
04027001004,37.2,16.9
04019004718,33.1,8.7
08029964900,35,11.8
08123001500,28.7,8.9
08123002209,29.7,8.7
08001009752,26.9,10.6
08031000401,19.2,6.5
08001009318,27,11
08001009501,27.4,10.6
08001008309,27.8,12.1
08001009327,30.2,10.2
08001008535,22.7,7.6
08019014702,27.5,7.7
08013013211,22.2,7.4
08005082100,29.1,10.5
08005086002,24.7,7.7
08031001302,22,9
08005080300,29.1,8.7
08005081002,29.4,11
08013013006,22.2,6.9
08005005614,29.8,8
08005082800,29.2,9.7
08005080700,32.6,11.5
08005005626,29.4,8.2
08031001500,24,10.5
08001009406,27.6,9.2
08005005634,33.6,9.1
08031001707,20.4,6.3
08001008100,26.4,8.6
08013012903,23.2,6.8
08013012206,17,5.5
08029965002,38.4,12.4
08005006000,26.6,7.8
08001008546,26.2,8.5
08005081200,30.7,10.9
08005006860,27.1,7.4
08005005623,28.3,7.3
08001009553,27.8,10.6
08005006857,28.9,7.7
08014031104,13.4,3.1
08014031403,19.8,5.4
08014030500,25.6,7.6
08013012603,21.5,6.2
08031001000,25.6,11.9
08005005631,28.3,7.4
08013013507,24.6,9.2
08013061300,18.4,5.6
08005006708,26.9,7.1
08001008550,27.2,9
08003960201,32,12.8
08005006711,28.4,7.7
08001015000,31,12.1
08013013208,28,8.9
08013012107,22.8,7.4
08005007103,29.2,8.7
08005007201,29,10.9
08025969601,32.1,11.8
08031000904,27,12.7
08027970102,40.7,14
08001060200,23.2,6.8
08031000903,23.6,10.7
08005004952,17.1,4.5
08005006808,27.1,7.2
08017960600,34.1,11.2
08005082300,26,8.6
08005006863,20.5,5.8
08013013508,23.2,7.6
08031001603,17.3,5.2
08001007900,28.7,11.5
08001008308,31.4,13.4
08001008401,30.6,10.2
08005006854,24.5,7.3
08005007704,27.8,9.2
08001008533,24.1,7.9
08014030400,26.5,7.5
08013013706,25.1,7.6
08005005620,29.3,8.1
08007974202,33.7,10.8
08005007500,30.7,11.8
08001008507,29.7,10.1
08005006603,30.7,8.8
08005085000,25.5,8
08003960100,36.5,14.2
08001008538,22.4,6.7
08005007113,22.3,6
08005007101,31,9.7
08031002705,16.1,4.5
08031002300,21.7,7
08005006707,26.8,7.2
08005083800,27.4,8.1
08013012801,21.3,6.6
08005085600,26.3,7.6
08013013210,23.1,8.7
08014030000,24.5,7.2
08013013305,22.4,7.7
08005086200,23.5,6.8
08015000100,31.2,9.9
08001009322,26.4,10.1
08029964700,39.6,12.6
08005084700,25.6,7.4
08014031401,44.8,12.7
08005007600,28,10.3
08015000403,35.9,10.8
08005083600,25.8,7.9
08031002404,18.5,5.7
08005080900,30.9,11.2
08005086500,27.5,8.2
08005080200,28.8,8.8
08005005628,26.9,7
08014031101,12.1,2.7
08013060801,19.9,6.9
08001009751,27,10.5
08013013205,24.6,7.6
08005086300,22.2,6.4
08001008548,22.3,6.8
08001008560,28,8.4
08001009608,27.7,9.5
08001009408,26.3,7.6
08001009202,27.8,10.7
08005086700,24.3,6.6
08001008605,29.2,10
08005083000,27.1,8.4
08001009308,26.9,10.5
08005082600,25.5,8.3
08031000202,22.4,8.5
08005086900,28.2,9.4
08001008709,30.7,13.6
08001008505,30.2,10.6
08001008000,26,9.5
08001009326,29.1,8.8
08013060802,21.9,8.4
08031000902,23.7,10.1
08001009306,30.1,11.8
08001008544,23.5,7.1
08001009502,24.9,9
08001008534,26.5,8.8
08023972600,37.8,15.7
08005083400,28.1,9.3
08013060700,23,7
08031001705,13.5,3.3
08013012204,18.2,5.8
08013013308,26.5,9.1
08013012106,21,6.2
08005005701,22.2,6.4
08013012608,18.9,5.9
08013012705,17.7,5.2
08013012101,22.1,6.4
08005087301,22.8,6.6
08005006400,26.6,7.9
08013012208,17.6,5.3
08005006864,20,5.1
08005005621,31.3,8.3
08031001301,22,9.3
08005086400,30.9,8.6
08031000501,20.1,5.9
08029964800,36.1,12.7
08005083100,28.3,9.5
08001008564,29.5,9.7
08005081001,25.6,8
08001009316,33.1,14.7
08005006815,22.4,6.3
08014031402,18.3,5.4
08005082400,32.6,12.4
08014030300,29.8,9.5
08005084600,26.4,8.1
08001008706,28.9,12.2
08005085900,22.9,6.6
08001008563,22.4,6.9
08005007400,27.2,10.6
08013012510,24,7.1
08001009304,27.8,9.6
08001008802,27.1,10.9
08001009001,29.7,12
08001007801,34.2,16.2
08001008549,23.1,7.6
08013012511,15.3,4.4
08001009401,27.5,9.3
08001008547,24.8,7.8
08013013503,21.8,8.4
08005005611,29.5,8.1
08005007110,23.6,6.8
08005084100,27.6,8.8
08013012207,19.7,6.5
08031000102,18.7,5.6
08013012701,23.1,6.9
08005005551,29.7,11.5
08013012508,17.5,5.2
08029965202,41.5,12.8
08001009003,26.7,10.2
08013013004,21.3,6.6
08011966701,39.1,17.3
08031001901,20.4,7.7
08025969602,34.1,12.4
08001009204,24.8,8.9
08005080500,30.9,9.2
08013013402,22.4,7.8
08001009604,35.1,13.7
08005080100,33.4,12
08014031102,21.1,5.5
08013013201,27.4,9.5
08005081101,29.5,10.4
08013012707,26.2,9.4
08021974800,34,15.2
08005086801,26.8,8.1
08005081700,28.3,8.1
08005085700,24.4,7.6
08013012105,20.9,7
08021974900,34.3,14
08031000705,20.6,7.4
08013012501,19,5.6
08005085300,27.4,8.2
08005005624,32.5,9.1
08013013307,24.8,8.5
08005007702,28.7,9.8
08001009101,26.5,9.7
08005005632,26.5,7
08005080000,27.3,9.1
08014030700,25.6,7.5
08001009603,27.3,9.7
08029965201,42.9,15.1
08005005635,32.3,8.4
08005006601,24.7,7.5
08005006709,26.2,6.9
08005015100,29.9,8.2
08005007202,26.8,10.2
08031000704,17.4,5.8
08005005627,29.4,7.6
08005006859,20.6,5.5
08001008524,25.4,8
08005007106,23.7,6.7
08001060001,23.6,6.7
08031002706,13.4,3.3
08013012401,15.1,4.8
08014031000,24.2,6.9
08001009407,28,10.2
08001008354,26,8.6
08013012103,21.7,6.3
08009964700,37.8,13.3
08001008606,28.7,10.9
08031001601,12.1,3.1
08005087302,29.3,9.6
08001009323,26.2,9.2
08031000303,16.4,4.5
08001008565,31.3,11.2
08001008801,28.4,12.1
08005005619,28.6,8
08031000703,20,6.5
08031001401,28.9,13.7
08027970101,36.7,11.2
08001009409,29.5,8.7
08013013302,26.6,9.1
08001008553,29.5,9.5
08001008557,32.3,11.7
08001008561,34.9,10.5
08013013705,24.6,7.9
08019014701,30.4,8.5
08003960202,25.6,9
08005080800,26.7,9.5
08005080400,30.6,9.3
08031001706,17.2,5.1
08013013602,28.9,9
08031001703,14.7,3.5
08001008506,26.7,9
08029965001,36,11
08001009309,30.9,11.9
08013060900,20.4,6.4
08013013506,24.6,8
08013013003,22.8,7
08013012710,25.5,7.7
08005087200,25.4,7.5
08013013207,24.3,7.7
08031000302,18.7,5.4
08031002604,26.7,9.8
08031002101,15.4,4.4
08005005629,29.9,7.9
08005086600,33.2,9.1
08013013306,24.6,8.9
08013012904,23.3,6.9
08005086100,23.6,6.8
08005082900,25.7,8.1
08019014900,30.7,9.8
08005080600,27.7,8.7
08005085500,27,7.7
08005083202,24,7.2
08001061200,23.7,7
08014031103,26.4,7.4
08005085800,27.7,8.3
08013013215,19.2,6.2
08005081300,26.7,8.6
08005085100,24.3,7.2
08001009206,24.5,8.1
08005083201,23.9,7.1
08001008536,25.7,8.4
08005006604,29,8.6
08001008551,24.7,7.7
08001008540,24.5,7.7
08005006712,31.3,8.1
08005086802,25.8,7.8
08005083500,30.9,11.1
08005006861,24,6.7
08005005636,30.1,7.7
08031002102,15.4,4.2
08031002405,21.7,7.1
08014030600,23.2,7.3
08001009606,25.8,10.1
08005083300,28.9,8.8
08013012205,16.2,5
08001008508,27,9.2
08005006100,24,6.8
08031000503,26.8,9.3
08005005630,27.8,7.3
08013012300,9.3,2.1
08001008526,25,7.6
08005086001,23.5,6.8
08005082200,28.7,9.6
08001009607,27.8,10.2
08001008604,26.3,9.3
08005082700,29.7,10.4
08031002402,23.7,8
08031001102,11.8,2.9
08031000201,22.5,8.6
08005005553,27.5,9.4
08005084200,26.9,8.7
08031002603,12.6,3.1
08031001602,10.4,2.4
08005006713,15.6,3.9
08029964600,38.1,12.2
08014031300,25.5,7.2
08005085400,25.7,7.2
08015000402,33.3,11.9
08005980000,30.8,8.7
08003960000,33.7,11.9
08005007302,31.8,13.6
08001008901,27.1,11.1
08013013601,25.5,7.9
08014030900,28.2,8.1
08013012505,22.2,6.5
08005081800,26.8,10.5
08031001101,17,5.8
08013061400,18.6,6
08001008705,34.7,16.3
08001009203,21.6,7.7
08013012609,14.8,4.4
08014031201,17.5,4.6
08031000905,21.6,9.1
08005087100,30,9.3
08013012509,22.9,6.6
08014030800,22.1,6.5
08001008556,22.5,7.1
08001008355,28.6,10.8
08013012201,23.4,7.5
08013012605,15.2,4.8
08005007703,31,11
08001009104,22.7,7.9
08005005633,27.8,7.3
08013013214,20.1,6.3
08001009320,27.6,11
08031001800,18.8,6.4
08005084300,25.2,7.5
08001008562,25.2,8
08013013401,22.4,8.5
08031001704,30.3,10.6
08005005625,26.1,7.2
08005005612,27.1,7.6
08031000301,18.9,5.4
08005007108,20.1,5.7
08001008558,22,6.9
08031002000,17.4,4.8
08001008603,31.2,13.9
08005006200,24.6,6.8
08001009207,25.9,9.7
08001009310,27.1,10.5
08013012610,16.4,5.2
08001008554,31.3,9.8
08005006704,28.9,7.4
08007974400,38.4,13.3
08005081900,32.8,12.8
08005007301,24.4,8.4
08013013703,25.2,7.5
08001009004,26.1,10.1
08001009325,26.2,7.9
08001009410,32.5,9.7
08005005800,24.4,6.3
08013013505,25.4,10
08005087000,24.3,7.5
08001060002,25.5,7.7
08013012905,24.8,8.2
08013012507,17.4,5.5
08003960300,29.3,12.7
08029965100,35.7,12.4
08019014800,30.4,9.4
08015000300,34.9,10.6
08005005622,24.4,6.1
08031000600,11.8,3
08005085200,27.8,7.7
08001007802,34.3,15.8
08007974201,32.1,9.4
08005082500,30.4,10.1
08005084000,26.9,8.5
08005005552,33.5,12.2
08001008545,27.7,8.6
08005081600,31.5,9.9
08005006501,23.5,6.6
08031002707,17.3,4.7
08013060602,21.9,7.1
08005084500,24.5,7.2
08005006502,28.9,8.4
08005005951,30.8,9.1
08013013202,29.5,9.6
08013012709,27,8.8
08001008402,29.5,9.2
08031001402,25.8,11.7
08005083700,32.1,9.3
08001009103,27.4,11.6
08001009411,26.7,7.8
08005006706,26.3,6.8
08007974300,36.2,12.5
08005006705,30,8
08014031202,22.7,6.5
08023972700,40.1,19.4
08031000800,30.5,14.8
08005006300,25.8,7.2
08005005702,18.9,5.3
08001009319,30.1,13.1
08001008552,25.7,8.7
08013012907,21.3,6.7
08014030100,27,8.2
08005084800,25.5,7.6
08005081400,31.4,9.8
08005007112,21.4,6
08031000706,18.1,6.4
08015000404,32.6,10.2
08005083900,28.1,8.5
08001008555,25.2,8.1
08031002602,16,4.4
08005006862,29,8.1
08013013212,22.9,7.1
08007940400,39.2,14.3
08031000404,12,2.9
08013013704,26.6,8.4
08014030200,19.2,5.3
08001060100,24.8,7.7
08005081102,31.8,11.8
08005081500,51.8,15.7
08015000200,33.8,10.6
08005005952,23,6.2
08013012802,21.7,6.5
08013060601,16,4.8
08001009321,27.6,11
08001008200,28.3,10.8
08005082000,26.2,9.1
08013013005,21.4,6.5
08009964600,38.2,13.5
08005007111,23.7,8.5
08031000504,16.1,4.6
08005084400,25.5,8.2
08005004951,17.8,4.7
08005084900,29.3,8.5
08031000403,17.8,5.2
08031002704,16.4,4.8
08013012104,27,8.5
08031001403,15.3,4.3
08013012708,23.9,6.9
08005007109,26.8,8.4
