tract_geoid,HTN_crude_prev,DM_crude_prev
35013001316,31,13.2
35031943500,37.4,18.6
35043010722,29.3,9.9
35005000202,42.5,19.6
35006974702,28.6,12
35049001306,25.2,11.1
35015000402,32.9,12.8
35029000300,40.4,17.6
35001004738,28.9,11.5
35031943702,42.5,22.9
35031940301,38.2,19.1
35013001707,36.4,20.4
35045942803,36.9,18.7
35009000500,36.6,16.3
35009000601,39.8,14.3
35005001101,35.4,15.2
35031946003,42.7,23.6
35027960602,40.4,14.3
35043010702,38.2,12.5
35035000403,30.8,9.2
35005000900,35.2,11.6
35031945602,33.2,16
35045000506,30.8,13.2
35027960401,40.7,16.4
35013001402,35.7,18.3
35039944100,34.9,16.9
35025001005,36.9,16.4
35001004750,29.9,10.5
35025000600,31,10.7
35009000305,33.9,13.5
35043011101,42.2,13.3
35001004747,34.3,12.5
35045000705,32,12.9
35035000304,32.3,9.5
35013001805,37.3,20.6
35015000700,32.4,11.3
35017964702,35.5,13.2
35013001102,36.6,14.8
35045000301,30.4,11.2
35017964402,36.5,15.3
35043010730,32.1,10.9
35005000201,34.4,12.7
35013000800,27.7,11.1
35049000300,32.6,12.1
35027960800,39.4,14.4
35031945501,31.4,11.8
35013001814,36.7,18
35007950700,38.9,14.8
35039000302,32.7,15.2
35011960100,41.2,15.9
35027960601,43.5,16.3
35025000100,31.1,12.1
35045000507,34.3,14.1
35049001001,40.1,14.1
35001004727,35.5,12.3
35031945400,32.4,14.1
35045000607,28.9,11.4
35045000900,32.8,12.8
35043010705,32.8,10.7
35047957700,38.9,18.7
35001003738,31.9,9.2
35009000400,36.6,16.7
35013001809,39,19.5
35015000401,33.2,11.5
35043011102,40.5,13
35001004752,32,10.8
35013001312,30.1,11.2
35001004402,36.8,15.7
35031973100,43.5,19.1
35013001208,29.9,9.4
35035000603,40.9,14.6
35028000100,29.2,8.4
35001003746,28.8,8.7
35047957603,34.4,15.3
35005001400,35.2,14.1
35031945601,31.6,12.3
35045000100,31.7,13.7
35015001100,30.7,10.4
35045943100,42.1,22.2
35025001100,33.3,11.3
35001004725,33.2,11.7
35035000901,43.8,14.8
35013001401,38.2,20.2
35013001701,30.7,13.3
35045000708,34.1,14.8
35001004720,36.1,11.6
35049001305,24.5,9.6
35001003807,39.5,13.2
35009000100,36.5,17.7
35029000401,39.7,17.8
35013000700,33.3,15
35049001207,26.6,12.1
35001004726,31.1,10.4
35039000500,40.1,17.6
35001004733,31.4,13.6
35013001703,33.6,14.1
35049001103,27.7,10.3
35006974701,34.9,13.2
35013000401,41.3,21.5
35035000100,41.6,20
35001980500,27.6,8.6
35031943905,41.4,22.4
35037958601,40.3,16.7
35043010727,26.5,8.4
35045942802,35.7,17.4
35031945300,37,19
35013001308,29.2,10.6
35015000800,34,14.1
35005000600,43.1,21.9
35045000202,27.8,8.9
35027960200,44.6,17.1
35015000900,32,11
35049000600,32.6,10.8
35013001702,36.8,17.2
35025000900,35,13.1
35025000504,29.9,9.1
35045000613,34.1,12.9
35013001203,29.9,11.2
35045000401,34.2,13.6
35001004401,36.5,16.9
35043010731,26.7,8
35028000500,30,8.3
35001003740,27.1,8.4
35013001810,35.4,16.9
35001940700,39.9,16.9
35001980000,17.5,3.9
35001940500,39.1,10.3
35031945702,49.1,28.3
35031946002,45.2,25.6
35013000204,26.8,10.6
35005001300,33.2,12.9
35045000609,34.7,13.8
35005001102,38.8,12.7
35041000200,31.2,13.1
35035000200,36.5,14
35001003744,31.6,8.6
35001003804,36.6,11
35035000903,33.1,15.7
35043010503,36.8,15.9
35049000900,31.2,12
35013000300,37,16.4
35027960300,39.5,12.3
35009000202,33.8,14.2
35013001210,35.3,11.2
35031945502,34.1,13.4
35043010732,40.7,14
35033955202,40.7,18.3
35049000500,35.6,11.1
35006974401,39.3,18.6
35001004723,31.6,10.2
35027960603,39.8,12.1
35045000615,32.1,13.2
35013001106,29.9,11.7
35039000200,37,17.4
35009000201,36.3,13.8
35013001313,35.1,15.7
35035000305,38.8,15.2
35006945800,41.5,20.1
35013001705,37,19.9
35049001102,31.1,10
35001004734,27.9,11.7
35028000400,29.5,9.1
35037958602,40.7,18.3
35035000404,33.8,11.6
35043940600,39.6,17.7
35049000102,37,11
35043010733,27.3,8.8
35023970200,38.4,18.5
35035000701,40.4,15.5
35045000206,28.6,11.2
35009000303,30.9,10.3
35047957601,36.2,15.4
35013001207,34.2,14.2
35005000700,37.5,14.7
35045000612,33.7,14.1
35017964100,45.6,16.9
35047957602,41.9,19.7
35001004754,27.2,8.4
35035000303,38.8,15.2
35045943300,35.4,13.9
35001003739,32.2,9.5
35001003743,29.9,8.5
35013001105,31.1,14.5
35013001808,34.5,18.6
35043010900,41.7,18
35039000402,36.2,16.1
35001004602,36.2,14.4
35001004759,29.5,12.3
35043010734,28.8,9.2
35043940200,35,14.9
35025001004,30.6,11.7
35013001318,36.9,13.9
35041000402,34.6,12.2
35035000501,33.4,12.1
35013001811,33.8,16.3
35035000502,41.9,16.4
35043010728,32.7,10.1
35001004722,27.1,8.1
35027960403,40.7,14.6
35049000202,30.8,10.3
35001004716,29.4,8.9
35045000503,30.4,13.6
35049000800,32.1,12.6
35049001203,29.1,13
35045942900,41.7,22
35001004763,27.4,8.5
35049001206,27.8,13
35013000102,38.5,17.8
35006974202,37.5,17
35001004713,30.6,12.5
35039940700,35.3,17.4
35047957400,36.4,18.1
35043010713,34.2,13
35001003806,36.5,10.8
35017964401,41.7,19.3
35001004742,32.6,12.1
35049001106,33.4,13.2
35001004760,34.9,15.2
35025000300,36,16.5
35001940601,25.1,7.4
35001004739,28.9,11.7
35013001309,39.6,18.3
35005000400,41,18.4
35007950500,38.1,16
35025000701,32,10.4
35047957501,41,19.3
35015001001,30,10.2
35045000207,36.2,16.9
35013000103,35.4,15.9
35049000201,30.3,9.1
35041000401,39.1,16.4
35021000100,45.8,19.4
35001004755,26.1,7.8
35045000611,34.1,12.2
35031943904,35.8,16.8
35001004736,29,12.5
35001004715,34.1,15.1
35023970000,38.8,13.8
35035000904,34.4,15
35047957800,33.6,15.5
35001003742,36.2,10
35025000702,27.2,8.9
35003976402,45.7,16
35028000200,25,6.8
35001004764,27,8.2
35033955201,39.5,18.4
35013001812,35.7,19.2
35013001205,34.6,11.3
35041000100,29.9,10.4
35043940500,37.4,17.6
35031943601,40.7,22.1
35013001317,35.2,14.9
35045000504,30.6,11.6
35001004743,28,9.8
35025000503,29,9.1
35001004744,30,9.5
35025000800,35.9,13.7
35045943201,39.6,20.5
35031946001,37,18.2
35043010714,34.3,11.1
35049001105,32,12.2
35043940700,36.3,15.5
35031943903,38.1,19.3
35045000707,36.8,17.2
35047957502,33.1,13.4
35013001813,37.2,20.9
35005000800,32.9,11.5
35049001301,27.2,10.1
35025000200,33.1,14.3
35013001807,39.6,24
35043011200,36.5,12.4
35045000201,28.3,9.1
35006941500,37.3,17.4
35035000601,22.5,5
35031943907,41.3,21.8
35017964701,40.2,13.6
35009000602,29.1,9
35013001206,29.1,9.2
35001003803,35.8,9.8
35013000205,36.4,13.9
35035000604,14,2.8
35001004758,26.7,8
35001004749,35.6,14.6
35013001000,14.4,2.9
35005000302,36.5,13
35009000308,33.8,10.8
35035000306,35.9,12
35031943801,36.5,18.4
35049001304,31.8,15.6
35015001002,36.1,15.9
35009000307,29.7,8.4
35037958900,45.8,16.9
35013001600,38.4,18.6
35009000603,35.4,14
35015000200,32,9.7
35029000402,43.6,18.7
35015000500,34,13.9
35049001202,32.2,15.4
35005001001,33.8,10.2
35031940500,31.5,14.4
35043940900,44.3,22.5
35005001200,33.6,11.4
35001004501,39.8,19.7
35043941000,40.2,16.2
35001004737,25.2,8.8
35029000600,34.1,16.1
35049000700,29.5,10.8
35013001204,36.7,11.4
35019961600,37.9,17.2
35013001209,33.7,11.4
35043010721,30.1,10.5
35049000103,37.8,11.8
35017964200,39.8,13.8
35025000400,34.9,15.2
35035940000,35.3,15.7
35001004724,34.1,11.4
35043010601,39.1,12.5
35001004604,32.4,12.4
35006946100,40.8,20.1
35001003741,38.7,10
35001004753,29.4,9.2
35047957200,37.1,18.7
35043010719,34.3,11.4
35025001003,34,13.7
35045000610,32,12
35013001310,28.9,10.4
35001004001,34.3,13.7
35001004729,34.5,11.5
35027960402,39.4,11.5
35043010729,31.8,10.3
35013001103,37,15.1
35001004502,34.3,14.5
35017964500,37.3,16.1
35009000306,35.9,14.1
35049010102,29.4,13
35009000900,15.6,3.5
35031943803,43.3,23.6
35001004757,27.1,8.3
35039000100,40.6,21.6
35013001706,35.2,18.1
35017964800,39,16.1
35001004712,29.4,11.9
35006974201,32.5,14
35029000100,41.2,18.8
35031943802,40.1,20.6
35015000100,28.8,9.7
35041000300,24.9,8.2
35007950600,41.1,17.1
35039000401,41.7,20.6
35043010726,31.1,9.7
35013000104,36.9,15.4
35013001314,39.5,18.8
35013001501,38.2,12.4
35001940602,42.9,19.6
35013000402,35.2,16.3
35045000302,30.3,11
35043010712,32.7,11.6
35031943701,41.6,22.1
35025000704,33.4,11.8
35013000902,26.8,10.4
35049001302,25.2,11.5
35039940800,36.5,16.6
35039941000,35.1,16.5
35013000206,31.5,13.2
35045943000,40.5,21.5
35049001205,26.1,12.6
35017964600,41.5,20.2
35003976401,48.9,19.6
35045942801,40.6,21.2
35015000300,31.6,10.6
35029000200,38.5,17.7
35015000600,31.3,12
35001004728,33.9,11.8
35005000301,35,13
35031945202,40.6,22
35045000204,33.8,13.7
35001003745,42.1,15.6
35013000500,34.2,15.2
35001004300,39.2,17.9
35029000500,44.3,20.7
35043010725,29.8,10.1
35035000602,36.6,12.1
35031943602,38.7,19.6
35006974402,39.2,18.8
35025000502,29.5,10.2
35031940302,38.7,19.8
35035000702,49.4,22.7
35017964300,37,15
35013001502,38.8,15.8
35045000706,37.4,16.6
35013000600,36.8,17.4
35055952300,38.6,15.4
35053978301,35.9,15.4
35049010400,32.8,9.8
35061970101,34.9,16.2
35051962401,45.7,15.7
35051962300,42.5,16
35061941400,28.7,10.2
35059950200,38,14.7
35061970902,36.7,15.2
35049940300,32.7,14.5
35057963202,39.9,17.1
35049980000,18.6,6.3
35055940000,37.3,17.7
35049010602,38.1,12.1
35061971301,43,19
35049010900,34.1,12.8
35057963201,38.2,14.6
35061970701,35.8,14.3
35049010205,37.2,13.3
35055952602,35.3,15
35061970404,35.3,15
35049010309,35.1,11.7
35049010310,32.6,10.9
35049940900,32.3,15.7
35061970304,34.6,13.4
35061970306,30.7,13.1
35049940600,30.8,13.2
35049010316,34.1,11.8
35055952101,35.1,12.3
35057963601,40.7,17.4
35049010603,31.9,11.7
35055952102,36.6,14.4
35053978302,27.1,10.4
35049010800,33.9,12.9
35061980200,23.7,7.3
35061970103,36.8,15.4
35049010204,39.3,12.3
35049010601,29.7,10.6
35061971000,38.7,15.4
35051962402,46.3,19.3
35061970305,37.1,15.6
35053940000,44.6,24.1
35061940300,34.5,14.3
35055952701,40,16.5
35055952702,36.4,15.4
35051962200,47.5,20.7
35061980100,50.3,28.5
35057963700,43.6,18.3
35061970104,34.4,13.3
35053978303,34.1,14.5
35049010315,32.9,11.5
35061970200,39.6,15.4
35053978100,39.6,17.5
35049010500,35.5,11.3
35049010701,36.8,11.4
35061970405,29.2,9.7
35061970307,37.1,18.8
35049010311,32.2,11
35049940500,36.3,16.8
35049010304,33.4,12.3
35053978200,40.1,15.2
35049010317,27.1,8.8
35055952601,35.7,13.7
35049010312,32.3,11.8
35055940101,40.7,17.3
35049010702,35,11
35061970401,36.5,16.2
35061970800,38.1,17.6
35061970302,31.4,11.8
35061970901,38.2,17.3
35055940102,34.7,12.9
35049940400,34.9,14.7
35057980000,22.5,8.1
35049010308,33.7,15.5
35049010318,27.1,10
35061971100,36.9,15.2
49035112827,18.6,4.6
49057210102,32.9,9.3
49057210305,25.6,7.2
49003960400,31.8,10.5
49035113112,22.6,6
49035112816,28.7,7.9
49003960801,28.2,8.5
49005000201,26.9,8.7
49035112823,26.4,7.7
49035111903,28.4,8.5
49005001202,25.4,8
49035110900,30,8.1
49035110800,29.2,8.1
49003960702,31.9,11.3
49035113537,31,10.6
49011125801,27.8,9.8
49035111201,29.4,8.7
49005000102,29.5,9.5
49011126802,30.5,8.8
49011126500,30.1,8.7
49035110701,27.8,8.3
49035101700,20.3,5.5
49035113542,21.4,6.3
49035113114,22,6.3
49035112804,29.6,8.7
49035113523,29,9.8
49005000900,23.5,7.7
49035113413,32.7,11.5
49035113022,23.9,6.5
49011126002,26.5,8
49035112604,28.4,8.3
49035111107,26.9,7.4
49021110300,28.3,9.5
49011126901,28.5,8.9
49035104900,22.3,6.2
49035112822,29.3,8.7
49011125104,27.8,8.4
49035113805,24.9,8.6
49005000602,19.5,6.1
49021110602,24.2,7.9
49035103900,24.8,6.7
49035110106,33.8,10.2
49035104400,27.9,7.2
49015976300,33.8,10.8
49035113314,26.2,9.6
49011125413,25.7,7.4
49011125414,22.7,6.7
49005001300,27.5,8.2
49035111305,30.5,8.6
49035103000,21.9,6
49035112805,26.4,7.4
49035111904,31.4,9.6
49005001102,27.7,8.5
49035111109,33.9,9.4
49035113025,20.3,5.3
49035102702,29.1,12.5
49011127005,23,6.7
49035112615,30.8,8.7
49035102501,21.4,6.2
49001100200,29.7,9.9
49035113905,25.3,8.4
49035101402,11.6,2.1
49011125408,24,6.9
49035112912,28.6,8.9
49035113307,28.8,11.5
49035111702,26.4,8.3
49015976500,37.6,13.3
49021110704,22.4,7.2
49035100200,26.5,7
49011126106,24.2,6.8
49035113016,24.6,6.7
49029970200,31.6,9.7
49035112829,23,6.5
49005000601,16.3,4.3
49011126001,26.6,8.8
49035113522,29.3,9
49035103200,30.6,10.1
49035111105,35.1,11.4
49021110202,28.1,9.4
49011125304,27.3,8.7
49035112608,31.2,9.2
49011125503,25.3,7.7
49035102900,29.6,10.4
49035100700,23.7,6.6
49035113101,26.4,8.3
49035113536,27.8,10.1
49035111104,30.2,8.8
49035113102,27.2,7.8
49035113311,31.8,12.7
49035113906,28.8,9.9
49035112812,28.4,8.6
49035113512,23.5,7.1
49011125412,23.3,7.2
49019000200,32.8,11.7
49021110601,26.6,9.9
49035112913,29.4,9
49003960100,31.9,10.4
49011126600,29.7,9.2
49035111306,26.3,7.2
49011126305,31,8.9
49035112102,28,8.3
49035103300,21.5,5.8
49035113511,32.2,11.2
49005980100,26.3,7.5
49035111108,33.1,9.3
49035113008,27.6,7.9
49027974100,34.3,12.1
49035113409,27.2,8.9
49035102502,21,5.7
49035112302,28.4,8
49011127003,25.5,7.6
49013940300,36.9,13.5
49035113310,30.8,11.1
49035113804,23.8,7.8
49011125305,26.8,8.3
49035104000,27,7.3
49011125908,28.9,8.8
49035113701,26.6,9
49035112611,26.9,7.6
49013940502,27.1,8.8
49035113539,26.9,9.3
49011125103,25.7,7.8
49011125810,25.7,8.4
49035111601,27.3,9.2
49005000403,26.9,8.3
49035110600,28,7.3
49035112406,22.7,7.7
49035112826,27.9,7.9
49035113313,24.8,8.5
49035111002,27.9,7.7
49011126404,25.5,7.5
49023010100,28.8,9
49005001001,24.4,8.7
49035113011,30.1,8.7
49035102600,33,13.4
49023010200,30.6,9.9
49035113527,26,8.7
49013940501,28.5,10.6
49035102000,22.4,6.5
49035101401,18.9,5.3
49035113111,21.9,5.9
49011126204,28.3,8.2
49035113021,20.8,5.6
49035112830,28.7,8.5
49035103600,27.5,7.4
49019000301,33.1,10.3
49005000401,29.1,9.9
49005000402,27.6,8.2
49005000202,24.6,7.2
49035111202,27.8,8
49035111304,31,8.7
49011125804,27.3,8.2
49005001500,31,9.6
49035113105,22.9,6.1
49005001401,25,7.9
49035112617,27.7,7.6
49035111602,25.7,8.4
49035112402,27.2,9
49035112621,21.1,5.9
49035113533,29.4,8.9
49011125809,24.3,7.8
49035102701,27.4,10.2
49011125307,26,7.9
49011126402,30.9,9.2
49035111106,30.2,8.4
49035112831,23.8,6.6
49035111500,24,7.8
49035113526,24.9,8.3
49009960100,39.8,13.6
49035103100,23.7,6.8
49035113113,18.8,4.9
49011126203,28.1,8.1
49035112505,24.8,7.2
49011125306,23.5,7
49011126700,27.5,8.5
49035111801,26.5,7.6
49007000200,34.5,13
49013940600,33.1,11.8
49035113538,26.9,9.1
49035103500,23.6,6.2
49035112501,29.7,8.9
49035111905,29.1,8.9
49035112918,27.6,9.2
49035113514,29,10.4
49035112904,28.7,9.6
49035100600,30.7,11.4
49035112202,27.4,7.9
49035113013,25.7,7.2
49011125407,28.6,8.9
49035113509,30.3,12
49011126304,26.4,7.7
49005001002,24.7,8.7
49035113110,26.4,7.9
49027974200,34.1,11.7
49035113510,29.4,9.7
49003960301,30.2,9.8
49035111701,25.2,8.2
49035113411,31.3,11.3
49011126108,22.6,6.1
49017000400,35.5,12.2
49035112907,30.8,10.4
49035112610,25.4,7.6
49003960602,31.9,10
49035112905,31.3,9.5
49035112916,27.8,9.5
49035102300,34.4,12.7
49011127002,23.4,7.5
49035112620,29.4,8.5
49035111906,25.6,8.1
49019000302,32.3,10.5
49035112001,32.7,10.4
49035102802,31.1,12.3
49035113521,31.5,11.4
49035113023,21,5.4
49035113532,30.1,9.3
49035113544,25.6,8.8
49035113406,32,13.2
49003960802,28,8.2
49035113600,28.3,10
49011125600,21.6,6.4
49007000600,35.4,13.7
49035112612,26.3,7.6
49035113414,29.2,10.6
49035112814,29.9,8.1
49029970102,29.5,8.8
49035113541,24.3,7.9
49003960701,30.6,10.2
49035101000,26.1,6.9
49005000301,29.7,9.4
49011126405,30.2,9.3
49005000800,18.6,5.5
49011125201,16.3,3.9
49035101500,22.5,6.7
49035113415,24.1,8.3
49025130100,40,14.3
49035113014,27.4,7.8
49011125701,28.1,9.9
49035113520,26,8.2
49035112619,31.3,8.9
49035100308,31,13.2
49003960302,24.4,7.8
49035113109,23.5,6.3
49035110500,28.3,7.5
49035114000,24.2,6.8
49035100500,26.3,8.6
49035112404,25.1,8
49035113513,30,10
49035101600,22.2,6.3
49005000502,20.1,6.4
49035103400,22.6,6
49005000101,27.5,8.3
49035111400,27.6,9.3
49021110100,37.1,13.7
49011126206,21.4,5.7
49035112616,30.2,8.5
49035112917,25.7,7.7
49035110103,30.3,8.1
49011126902,28.6,8.9
49035113024,27.2,7.6
49035101200,24.8,6.8
49035101900,23.8,7
49035113410,30.2,10.8
49035111302,31.9,9.2
49035112815,29,8.1
49035113540,22.1,6.7
49035112920,29.3,9.1
49035110402,28.7,7.8
49035113309,33.1,13
49035113505,31.7,11.3
49021110201,28.4,9.8
49005001101,27.8,8.7
49035113702,29,10.2
49035100800,27,8
49017000300,34.9,11.3
49035112914,26.8,8.3
49035113010,33.6,9.6
49007000100,31.6,11.3
49035112002,27.5,8
49035110702,27.6,7.5
49035100100,20.4,5.7
49011125415,23.9,7.3
49011126303,28.7,8.5
49011125805,23.4,7.4
49035112201,32.2,9.8
49003960601,31.3,10.3
49001100100,29.8,9.7
49011126105,26.1,7.6
49005000702,12.6,2.3
49011125411,24,7
49035111802,24.3,6.9
49035110200,25.9,6.7
49035113802,29,10.6
49025130200,35.3,11.4
49011125410,25.1,7.3
49035112503,27.7,8.4
49011980000,10.5,1.8
49011125501,26.6,8.7
49021110501,26.1,9.2
49035104100,28.9,7.9
49021110702,30.3,9.8
49035113543,25.8,7.6
49005001201,26.9,8
49035112921,28.4,8.9
49005001402,26.4,8.4
49035113007,28.8,8.4
49035104300,22.8,6.2
49035113528,23.6,7.3
49011126205,26.3,7.6
49035100307,26.2,10.2
49035104800,25,6.7
49035114100,23.1,5.9
49011126306,29.6,9
49035113909,22.1,6.3
49035112821,25.7,6.9
49035113515,27.9,8.5
49027974300,35,12.4
49035101101,21.2,5.6
49035112405,23.3,7.1
49035112700,33.9,11.5
49007000300,34,13.9
49035114200,27.2,8.1
49003960200,30.6,10
49035113412,28.1,10.6
49035112818,27.7,8.3
49035102100,21.6,6.1
49035113108,26,7.9
49011126406,26.4,7.9
49035102801,28.5,11.3
49035112828,24.8,6.6
49011126107,24.9,7
49031960100,40.8,15.1
49011125409,24.2,6.8
49035113903,26.1,8.5
49011125502,25.5,8.4
49035110401,29.9,8.6
49003960500,28.2,8.9
49035112504,25.4,7.2
49015976200,33.9,10.9
49035100306,24,8.5
49007000500,33.3,12.2
49035103700,27.2,7.5
49035110300,25.3,6.6
49021110400,21.8,7.2
49035112618,28.9,8.3
49011125301,29,9.9
49035112609,29.1,8
49035112825,22.9,6.7
49011125702,28.6,9.9
49011126801,28.2,7.7
49011127006,27.4,8.5
49005000302,25.8,8.9
49011125905,30.2,9.5
49035113017,27,7.7
49035112813,31.5,9.1
49035110105,31.4,8.7
49035101800,20.3,5.5
49011126101,29.9,8.9
49035113801,29.2,11
49035112613,28.1,7.9
49035112614,32.2,9
49011125807,24,7.9
49035113408,28.1,9.6
49035113545,25.7,9.5
49033950100,34.7,12
49005000501,25.9,8.8
49035113312,31,12.6
49021110502,27.7,10.2
49035103800,24.5,6.6
49035113904,27.8,9.2
49021110703,27.1,8.2
49005000701,23.6,6.9
49035111001,32.7,9.3
49035113012,28.5,8
49011125906,27,8.1
49035104200,31.5,8.4
49035112824,20.5,5.5
49035112101,20.1,5.8
49035110104,30.3,8.2
49011125102,29.1,8.5
49035101102,24.6,6.6
49035113908,25.5,8.2
49035104700,25.3,6.7
49035112301,28.8,8.5
49029970101,27,7.7
49011127100,28,8.1
49035113308,30.3,12
49011125907,32.6,10
49045130900,26.5,8.1
49049010211,27.7,8.1
49049003404,28.7,8.9
49049001002,29.7,9.7
49043964303,27.2,8.2
49049010225,25.7,7.5
49053271200,35.1,11.7
49035114800,31.1,8.4
49049010504,30.1,9.7
49053271000,36.1,12.3
49049000103,26.5,7.9
49049002702,21.6,6.8
49047940201,34.6,13.6
49057211201,31.3,9.2
49053270805,32.5,10.1
49057200500,31.3,10.5
49057210600,31.8,9.6
49049003106,30.2,10.8
49057210516,31,9.1
49049002212,18.8,5.1
49053271702,27.2,7.7
49049000703,23.6,7.6
49053271501,31.5,10.2
49049010115,19.5,5.3
49057210407,30,8.3
49057210512,29.8,9.4
49057200800,31.7,11.6
49049000205,23.2,6.4
49045130708,27.1,7.9
49057210800,27.9,9.3
49049001503,30,8.4
49049000105,27.5,8
49053271300,26.8,9.1
49037942100,41.7,21.3
49057200100,30.2,9.6
49049002500,18.7,5.8
49049001602,13.7,2.3
49049003301,20.4,6
49049003001,25.4,7.7
49057200600,29.5,8.9
49045130704,26.4,7.4
49049980200,13.2,2.5
49049010700,29.4,8.9
49053270402,38.2,10.8
49049010212,19.2,5.2
49039972200,29.9,11.2
49047968401,28.8,9.9
49049010129,19.9,5.3
49057200202,30.1,10.6
49051960100,23.5,7.5
49057200204,27.5,8.8
49049000601,27.9,8.6
49049001108,21.3,7.1
49039972101,34.6,13.1
49049010123,18.8,4.8
49053271502,37.4,11.5
49043964304,25.1,7.4
49053270802,35.2,11
49035114500,27.1,10.1
49049002205,28.8,10.4
49045131004,25.6,7.4
49049010222,20.8,5.6
49051960202,26.4,8.3
49057200301,30.3,10.8
49049000901,24.2,8.2
49045130800,32.3,10
49049001401,25.2,7.8
49043964103,29.5,9.1
49049010118,21.4,5.8
49057210510,28,8.4
49047968403,31.2,10.5
49035114301,24.5,8.1
49049000104,25.2,7.4
49051960203,28.4,8.8
49053271704,35.8,10.9
49049010114,19.7,5.3
49049010125,18.8,5
49049010208,25.5,7.3
49049000706,23.6,7.5
49045130705,26.2,7.3
49049001504,26.1,7.9
49049001201,21.3,6.4
49037942000,43,22.4
49049980300,27.3,11.3
49049010406,25.9,7.5
49049010410,26.3,7.9
49053271101,31.1,10.3
49039972402,23.1,8.2
49051940501,29.3,9.3
49049010307,21.6,6
49049000511,23,7.3
49053271703,32.6,9.5
49057210306,27.9,8.1
49041975400,33.8,11.1
49043964201,27.4,8.7
49049000710,27.5,8.4
49049000207,25.9,7.9
49057210303,30.4,8.5
49049001403,13.8,3.4
49049010119,23,6.9
49049003105,26.4,8.3
49049002902,25.4,8.5
49053271600,43.2,13
49053270804,26.4,7.2
49049010128,19.9,5.6
49049010226,24.7,7
49049002001,22.6,7.5
49049010600,27.8,8.9
49049003205,26.9,8.4
49049001103,24.6,7.9
49049003201,24.9,7.8
49045131005,28.6,9
49053270903,31.1,9.7
49049010221,18.7,4.9
49035114304,22.8,6.6
49049010503,25.4,7.5
49049010124,14.8,3.5
49039972102,33.4,12.2
49049003403,27.3,8.9
49049010409,24.4,7.2
49051960402,29.2,8.5
49053270200,34,10.1
49057211100,29.5,8.8
49049001601,14.3,2.9
49049010308,23.8,6.9
49049010120,17.9,4.6
49035115210,24.6,6.5
49049980500,23.1,8.2
49035114700,28.8,10.1
49057210704,26.9,7.9
49049002204,24,8
49049010132,23.3,6.8
49047968302,30.8,9.8
49057201302,29.5,11.1
49049010224,24.5,6.8
49049980400,36.8,15.5
49057200400,31.8,12
49035115211,23.8,7
49049003401,26.5,8.3
49045131101,29.2,9.2
49049000208,27.1,8.6
49041975200,34.7,10.8
49049002209,15.5,4.1
49043964202,28,8.9
49057200900,28.4,9.8
49039972401,25.9,9.2
49049002901,24.5,7.6
49049000801,25.9,9.3
49049000803,25.4,9.2
49041975500,36.2,12
49045131001,28,8.5
49057202000,29.9,8.6
49049000504,27.8,8.7
49049003203,28.4,8.6
49049002213,24.8,8.5
49053270702,38.5,12.4
49049000508,25.3,7.7
49035115109,16.7,4.1
49057210408,28.6,7.9
49049003405,24.9,7.5
49049001803,16.9,4.7
49049002300,20.6,6.5
49049000804,26,8.6
49049001105,23.2,7.2
49057201100,28.1,8.7
49053270904,37.7,12
49045130600,38.1,16.7
49049010303,27.4,7.9
49041975100,33.1,10.6
49049003302,28.2,9.2
49047968301,27.8,8.8
49057200302,30.3,11.3
49049000708,26.3,7.8
49039972500,31.9,11.4
49049000904,29.1,8.8
49049003002,28.2,8.3
49053270803,30.4,8.7
49049010900,33.3,10.4
49049000603,28.1,8.4
49057210514,26.6,7.8
49057210203,30,8.7
49057211202,33.2,9.7
49049000507,26.9,8
49043964305,24.8,7.8
49049001900,15,3.7
49049010411,27.6,8.1
49043964101,27.6,9
49043964306,26,7.9
49047968404,26.3,8.5
49049010306,18.5,5.2
49049001106,29.3,9.6
49049010405,23.4,6.9
49057210701,27.8,8.2
49057210101,32.9,9.2
49057201700,26.4,9.1
49053270905,34.7,11
49049010223,23.4,6.2
49049002703,24.5,7.7
49049010127,20.9,5.6
49053270602,39.4,11.1
49049002101,28,8.3
49053270301,30.8,9.8
49049000400,21.7,6.4
49043964203,33.3,10.9
49049001001,29.1,9
49057210515,25.9,7
49057210204,31,8.9
49049001801,14,2.7
49049001702,18.6,5.4
49049002210,14.4,3.8
49049003104,27.3,7.9
49049003204,26.4,8.1
49049010121,19.6,5.2
49049000711,28.7,8.7
49049010126,21.6,6
49057200203,27.6,9.1
49045131200,36.4,12.4
49049002102,26.5,8.4
49037978100,35.4,12
49045130707,31,9.2
49049010217,23.2,6.3
49049010408,26.6,7.7
49045130706,26.1,7.6
49057201400,28.6,8.1
49049010506,23.6,7.4
49049010219,25.4,7.1
49053270701,28.7,9.6
49049010130,20,5.2
49043964307,25.8,7.6
49053270501,29,8
49045130701,30.2,9.1
49051960204,22.2,6.9
49053271800,35.6,11.2
49057210404,32.4,9.4
49057201600,24.9,7.5
49049000709,26,7.9
49049010110,20.2,5.2
49053271102,34.6,11.6
49043964402,24.5,8.1
49049010107,24.1,7
49049000102,24.5,7.2
49053270901,34.8,10.9
49049000203,29.2,9.3
49057210900,29.8,8.5
49049000505,25.6,7.4
49037978200,32.4,11.4
49053271400,36.2,12.4
49049002002,23.5,8.5
49057201301,28.3,10
49053270601,34.9,10.8
49049002211,15.9,4.2
49049010505,23.1,6.8
49053270502,32.8,9.5
49035114302,26.5,8
