GEOID,chapter
040019443012154,Tachee Chapter
040059422011107,Coppermine Chapter
040019443013046,Many Farms Chapter
040059450003161,Bodaway Chapter
040059450003106,Bodaway Chapter
040059450001083,Cameron Chapter
040059450001115,Bodaway Chapter
040059422022070,LeChee Chapter
040179400112002,Black Mesa Chapter
040179400141038,Greasewood Chapter
040019440002059,Fort Defiance Chapter
040059422021008,Navajo Mountain Chapter
040059451002032,Leupp Chapter
040059450001046,Bodaway Chapter
040019440001178,Sawmill Chapter
040019449014066,Kinlichee Chapter
040019449013093,Ganado Chapter
040019443012124,Tachee Chapter
040019443022188,Tselani Chapter
040179400103043,Piñon Chapter
040019443011083,Many Farms Chapter
040059451001052,Leupp Chapter
040019450022070,St. Michaels Chapter
040059422023054,Kaibeto Chapter
040059422012273,Coppermine Chapter
040179425001022,Kayenta Chapter
040019441002013,Rock Point Chapter
040019449022001,Cornfields Chapter
040059450003038,Bodaway Chapter
040019449022011,Cornfields Chapter
040019441004105,Many Farms Chapter
040019426001073,Dennehotso Chapter
040019449021060,Steamboat Chapter
040019449014084,Kinlichee Chapter
040019427004204,Cove Chapter
040019443022020,Tselani Chapter
040179400152187,Dilcon Chapter
040179400113088,Piñon Chapter
040179400082084,Hard Rock Chapter
040179400152189,Dilcon Chapter
040179424001002,Oljato Chapter
040179424001053,Oljato Chapter
040059422013082,Tonalea Chapter
040179400152021,Teesto Chapter
040179400103026,Piñon Chapter
040179400151079,Indian Wells Chapter
040179400132040,Jeddito Chapter
040059422011005,LeChee Chapter
040059450001178,Bodaway Chapter
040179400152040,Teesto Chapter
040179400153064,Dilcon Chapter
040179400103020,Piñon Chapter
040179400132054,Jeddito Chapter
040179423002003,Shonto Chapter
040019450021141,Lupton Chapter
040019450023114,Nahatadziil Chapter
040019427001008,Teec Nos Pos Chapter
040059451001005,Coalmine Mesa Chapter
040179400112035,Piñon Chapter
040179400102007,Whippoorwill Chapter
040059450002106,Tuba City Chapter
040059451004278,Cameron Chapter
040019427002012,Mexican Water Chapter
040019440001145,Sawmill Chapter
040019441005049,Lukachukai Chapter
040019426001033,Dennehotso Chapter
040019443013007,Many Farms Chapter
040019441002130,Round Rock Chapter
040019443012095,Black Mesa Chapter
040019443012121,Black Mesa Chapter
040179400103025,Piñon Chapter
040019443022055,Tselani Chapter
040019450022000,St. Michaels Chapter
040019426002009,Dennehotso Chapter
040019427001000,Teec Nos Pos Chapter
040019440002050,Fort Defiance Chapter
040019449012120,Kinlichee Chapter
040059422012295,Coppermine Chapter
040019426001201,Dennehotso Chapter
040019427004038,Red Valley Chapter
040019449011048,Wide Ruins Chapter
040019449013033,Ganado Chapter
040019443012046,Rough Rock Chapter
040059450003040,Bodaway Chapter
040019443021135,Nazlini Chapter
040019451001077,Nahatadziil Chapter
040019443021068,Nazlini Chapter
040019449022057,Cornfields Chapter
040059451004275,Cameron Chapter
040059422022039,Kaibeto Chapter
040019443022071,Tselani Chapter
040019442023037,Chinle Chapter
040019451002126,Nahatadziil Chapter
040059422012053,Coppermine Chapter
040059450003108,Bodaway Chapter
040059450001251,Bodaway Chapter
040059422012030,Coppermine Chapter
040059451002051,Leupp Chapter
040059451003085,Tolani Lake Chapter
040019441003042,Tsaile-Wheatfields Chapter
040019449021049,Jeddito Chapter
040019449012014,Kinlichee Chapter
040019443022057,Tselani Chapter
040019443011061,Many Farms Chapter
040019443013032,Many Farms Chapter
040019449014132,Klagetoh Chapter
040019450021045,Klagetoh Chapter
040019441003007,Tsaile-Wheatfields Chapter
040019449013050,Ganado Chapter
040059450001295,Cameron Chapter
040059422013035,Tonalea Chapter
040059422022127,Kaibeto Chapter
040059422012272,Coppermine Chapter
040179423003114,Inscription House Chapter
040179400143007,Greasewood Chapter
040179400102030,Low Mountain Chapter
040179400153058,Dilcon Chapter
040179400103016,Piñon Chapter
040059422012268,Tuba City Chapter
040059422021078,Inscription House Chapter
040059450003072,Bodaway Chapter
040019450022003,St. Michaels Chapter
040019441005032,Cove Chapter
040059422022013,Kaibeto Chapter
040059451004293,Coalmine Mesa Chapter
040059422013107,Tonalea Chapter
040019440001090,Nazlini Chapter
040019443021007,Nazlini Chapter
040019441002022,Round Rock Chapter
040019450022062,St. Michaels Chapter
040179423003122,Kayenta Chapter
040019442023066,Nazlini Chapter
040059422012174,Coppermine Chapter
040059422012089,Coppermine Chapter
040059422011057,LeChee Chapter
040059422012136,Coppermine Chapter
040019449023130,Wide Ruins Chapter
040019449023025,Klagetoh Chapter
040019426001192,Chilchinbeto Chapter
040019451002092,Nahatadziil Chapter
040019449023171,Klagetoh Chapter
040059422012262,Tuba City Chapter
040059450001052,Bodaway Chapter
040019449021059,Steamboat Chapter
040019443022152,Tselani Chapter
040019449013080,Ganado Chapter
040179400132023,Jeddito Chapter
040179424001165,Chilchinbeto Chapter
040179423003037,Kayenta Chapter
040019449022153,Wide Ruins Chapter
040019449023102,Wide Ruins Chapter
040019449011028,Wide Ruins Chapter
040059451002191,Leupp Chapter
040059451004250,Coalmine Mesa Chapter
040179400081103,Forest Lake Chapter
040019443011038,Many Farms Chapter
040019443022093,Tselani Chapter
040019443012089,Tachee Chapter
040019441002004,Sweetwater Chapter
040019443022110,Tselani Chapter
040019427004157,Red Valley Chapter
040019451002042,Nahatadziil Chapter
040019427003035,Mexican Water Chapter
040019450012019,St. Michaels Chapter
040059422011120,Coppermine Chapter
040179400153027,Dilcon Chapter
040179423003054,Inscription House Chapter
040019449021206,Steamboat Chapter
040019449022059,Cornfields Chapter
040059450003063,Bodaway Chapter
040019441002106,Round Rock Chapter
040019440001149,Sawmill Chapter
040019449013078,Ganado Chapter
040019449014155,Ganado Chapter
040019441004114,Tsaile-Wheatfields Chapter
040019443021040,Nazlini Chapter
040179400081030,Forest Lake Chapter
040179400112050,Tachee Chapter
040179425003015,Kayenta Chapter
040179400143088,Indian Wells Chapter
040179424001255,Kayenta Chapter
040019441004090,Many Farms Chapter
040059451002171,Leupp Chapter
040059451003113,Bird Springs Chapter
040059449002035,Coalmine Mesa Chapter
040059450001170,Bodaway Chapter
040059422022121,Kaibeto Chapter
040179400152008,Teesto Chapter
040179400143114,Indian Wells Chapter
040179423003119,Shonto Chapter
040179400141019,Greasewood Chapter
040179400081092,Forest Lake Chapter
040179400153047,Dilcon Chapter
040179424001264,Oljato Chapter
040179400143056,Indian Wells Chapter
040179423003086,Shonto Chapter
040059450002073,Tuba City Chapter
040059422023074,Tonalea Chapter
040179400142018,White Cone Chapter
040059450001186,Bodaway Chapter
040179400152225,Dilcon Chapter
040059450002041,Tuba City Chapter
040019450023009,Houck Chapter
040019427001029,Teec Nos Pos Chapter
040179424002062,Chilchinbeto Chapter
040179400103004,Piñon Chapter
040179425002033,Kayenta Chapter
040179424002088,Chilchinbeto Chapter
040019449011094,Wide Ruins Chapter
040019451002071,Houck Chapter
040019450013024,St. Michaels Chapter
040059449003008,Tuba City Chapter
040059450001210,Bodaway Chapter
040019449024055,Ganado Chapter
040019443021110,Nazlini Chapter
040019449024028,Ganado Chapter
040019443011084,Many Farms Chapter
040019449014044,Kinlichee Chapter
040019449012123,Kinlichee Chapter
040019450012022,St. Michaels Chapter
040179424001164,Chilchinbeto Chapter
040059450003139,Bodaway Chapter
040179400141120,Greasewood Chapter
040179424002068,Chilchinbeto Chapter
040179400151059,Indian Wells Chapter
040179400142050,White Cone Chapter
040179400152024,Teesto Chapter
040059422023100,Inscription House Chapter
040179423003068,Shonto Chapter
040019449011056,Wide Ruins Chapter
040019427004232,Red Valley Chapter
040019426002040,Dennehotso Chapter
040019449022061,Cornfields Chapter
040019449021200,Steamboat Chapter
040019441001011,Lukachukai Chapter
040059450002050,Tuba City Chapter
040059422012237,Kaibeto Chapter
040019427004129,Cove Chapter
040019427002080,Mexican Water Chapter
040059452003006,Tuba City Chapter
040019449012007,Kinlichee Chapter
040059450001300,Cameron Chapter
040019441003083,Tsaile-Wheatfields Chapter
040019441003074,Tsaile-Wheatfields Chapter
040019442012036,Chinle Chapter
040059422012118,Coppermine Chapter
040019441003043,Tsaile-Wheatfields Chapter
040019441003114,Tsaile-Wheatfields Chapter
040019440001221,Sawmill Chapter
040019443011042,Many Farms Chapter
040019443011026,Many Farms Chapter
040019443011036,Many Farms Chapter
040019443021153,Nazlini Chapter
040019449012010,Kinlichee Chapter
040019449014032,Kinlichee Chapter
040019443022013,Tachee Chapter
040019450022045,Oak Springs Chapter
040059452003004,Coalmine Mesa Chapter
040019441003029,Tsaile-Wheatfields Chapter
040019442012067,Chinle Chapter
040019441002100,Round Rock Chapter
040019442021026,Chinle Chapter
040059450001310,Cameron Chapter
040059422021086,Inscription House Chapter
040059450001363,Cameron Chapter
040059450001333,Cameron Chapter
040179425003005,Kayenta Chapter
040059449001024,Tuba City Chapter
040059422011091,LeChee Chapter
040059422022029,Kaibeto Chapter
040019449013005,Kinlichee Chapter
040179400112084,Piñon Chapter
040179400112091,Piñon Chapter
040179400082046,Hard Rock Chapter
040059450001123,Bodaway Chapter
040059451002015,Bird Springs Chapter
040059451002042,Leupp Chapter
040019441003096,Tsaile-Wheatfields Chapter
040019440001208,Fort Defiance Chapter
040019427002129,Rock Point Chapter
040019427002130,Rock Point Chapter
040019442011001,Chinle Chapter
040179400112049,Tachee Chapter
040179400111022,Tachee Chapter
040019443012173,Tachee Chapter
040179400152073,Tolani Lake Chapter
040179400152102,Tolani Lake Chapter
040179400152065,Tolani Lake Chapter
040019427003043,Rock Point Chapter
040019443013038,Many Farms Chapter
040019443021038,Nazlini Chapter
040059422011055,LeChee Chapter
040059422012172,Coppermine Chapter
040059422012141,Coppermine Chapter
040059450003055,Bodaway Chapter
040059422012249,Kaibeto Chapter
040059422022004,Kaibeto Chapter
040179424002121,Chilchinbeto Chapter
040179400112006,Black Mesa Chapter
040019449012088,Kinlichee Chapter
040059451003121,Bird Springs Chapter
040059451002071,Leupp Chapter
040019440001268,Kinlichee Chapter
040019427002225,Rock Point Chapter
040019450022035,St. Michaels Chapter
040059450001277,Cameron Chapter
040059451002095,Leupp Chapter
040059422023072,Tonalea Chapter
040059422012209,Coppermine Chapter
040059422012284,Coppermine Chapter
040179400082059,Hard Rock Chapter
040019443022018,Tselani Chapter
040019440001028,Crystal Chapter
040019440001009,Crystal Chapter
040179400142075,White Cone Chapter
040059451002139,Bird Springs Chapter
040179400141084,Greasewood Chapter
040019442023077,Nazlini Chapter
040019449021149,Steamboat Chapter
040019441002163,Round Rock Chapter
040019427004048,Red Valley Chapter
040019441002063,Rock Point Chapter
040019443012054,Black Mesa Chapter
040059422013127,Tonalea Chapter
040059422023083,Tonalea Chapter
040059422021070,Inscription House Chapter
040059422011006,LeChee Chapter
040059422022060,Kaibeto Chapter
040179400152049,Dilcon Chapter
040019449022088,Cornfields Chapter
040019450021016,St. Michaels Chapter
040019449024002,Nazlini Chapter
040059450003064,Bodaway Chapter
040019450011003,St. Michaels Chapter
040019449012083,Kinlichee Chapter
040019443012132,Tachee Chapter
040179400113022,Piñon Chapter
040179424002086,Chilchinbeto Chapter
040179424001141,Kayenta Chapter
040019450023090,Houck Chapter
040179400143101,Indian Wells Chapter
040059450002084,Tuba City Chapter
040179400152275,Bird Springs Chapter
040179425003044,Kayenta Chapter
040179400152016,Teesto Chapter
040179400152028,Teesto Chapter
040179400141106,Indian Wells Chapter
040179400143068,Greasewood Chapter
040179400142001,Steamboat Chapter
040179400141093,Greasewood Chapter
040179424001171,Kayenta Chapter
040179400143147,Indian Wells Chapter
040179400112033,Piñon Chapter
040179400143134,Indian Wells Chapter
040059450002066,Tuba City Chapter
040179400103055,Piñon Chapter
040019451001010,Houck Chapter
040019442021028,Chinle Chapter
040019449021075,Steamboat Chapter
040019449024040,Ganado Chapter
040019427001027,Teec Nos Pos Chapter
040179425001019,Kayenta Chapter
040179400152170,Dilcon Chapter
040019426001097,Dennehotso Chapter
040019449023108,Wide Ruins Chapter
040019426001080,Dennehotso Chapter
040019443012026,Rough Rock Chapter
040019441005059,Lukachukai Chapter
040019443021028,Chinle Chapter
040019441002141,Round Rock Chapter
040019443013016,Many Farms Chapter
040019426001083,Dennehotso Chapter
040019443013005,Tsaile-Wheatfields Chapter
040059451002184,Leupp Chapter
040059451002165,Leupp Chapter
040179423001000,Kayenta Chapter
040179400152325,Teesto Chapter
040019449011102,Wide Ruins Chapter
040019449011063,Wide Ruins Chapter
040019450022097,St. Michaels Chapter
040019449013020,Ganado Chapter
040019449022018,Cornfields Chapter
040059422012234,Kaibeto Chapter
040019441005068,Lukachukai Chapter
040019449021089,Jeddito Chapter
040019449021196,Jeddito Chapter
040019442022030,Chinle Chapter
040019426001104,Dennehotso Chapter
040019427004094,Cove Chapter
040019449023039,Klagetoh Chapter
040019450023051,Houck Chapter
040059422013112,Tonalea Chapter
040059422012111,Coppermine Chapter
040059451002154,Bird Springs Chapter
040019449012072,Kinlichee Chapter
040019449022075,Cornfields Chapter
040019441001024,Lukachukai Chapter
040019450022095,St. Michaels Chapter
040019443013037,Many Farms Chapter
040019427002153,Rock Point Chapter
040019449021207,Steamboat Chapter
040019449014186,Klagetoh Chapter
040059422022026,LeChee Chapter
040059422022044,Kaibeto Chapter
040019441004101,Tsaile-Wheatfields Chapter
040019449014056,Kinlichee Chapter
040019449014041,Kinlichee Chapter
040019440002005,Fort Defiance Chapter
040019440002071,Fort Defiance Chapter
040019442022013,Chinle Chapter
040019441003050,Tsaile-Wheatfields Chapter
040019440001015,Crystal Chapter
040019440001045,Sawmill Chapter
040019442022023,Chinle Chapter
040059451001023,Leupp Chapter
040059422023033,Tonalea Chapter
040059422012247,Coppermine Chapter
040179400103094,Piñon Chapter
040179605001020,Dilcon Chapter
040179400112052,Tachee Chapter
040059451001066,Leupp Chapter
040059450001069,Bodaway Chapter
040059451002047,Leupp Chapter
040019427002040,Red Mesa Chapter
040019441003063,Tsaile-Wheatfields Chapter
040019427001063,Teec Nos Pos Chapter
040019427002176,Rock Point Chapter
040019440002068,Fort Defiance Chapter
040179400132020,Jeddito Chapter
040179423002034,Inscription House Chapter
040179400151080,Indian Wells Chapter
040019427004120,Red Valley Chapter
040019427004107,Red Valley Chapter
040019426002029,Dennehotso Chapter
040019427001034,Teec Nos Pos Chapter
040019427004230,Beclabito Chapter
040019427001074,Teec Nos Pos Chapter
040059422011020,LeChee Chapter
040059422011077,LeChee Chapter
040059422011105,Coppermine Chapter
040059422011104,Kaibeto Chapter
040019449023071,Klagetoh Chapter
040019427002197,Rock Point Chapter
040059450001053,Bodaway Chapter
040179423001007,Kayenta Chapter
040179400141035,Greasewood Chapter
040019449011011,Wide Ruins Chapter
040019449012094,Kinlichee Chapter
040019440002056,Fort Defiance Chapter
040019450014005,St. Michaels Chapter
040059451002026,Leupp Chapter
040019443022100,Tselani Chapter
040179424001197,Kayenta Chapter
040179400152241,Bird Springs Chapter
040019449023127,Wide Ruins Chapter
040019449014207,Klagetoh Chapter
040019449023134,Wide Ruins Chapter
040019449023156,Wide Ruins Chapter
040019427004104,Red Valley Chapter
040059451004248,Coalmine Mesa Chapter
040059451003109,Bird Springs Chapter
040019427004199,Cove Chapter
040019449012036,Kinlichee Chapter
040019449014085,Kinlichee Chapter
040019449014080,Kinlichee Chapter
040019443011007,Many Farms Chapter
040019440001016,Crystal Chapter
040019427004136,Sanostee Chapter
040059451001009,Tolani Lake Chapter
040059451002136,Bird Springs Chapter
040179400141049,Greasewood Chapter
040019440002066,Fort Defiance Chapter
040019449012022,Nazlini Chapter
040179400143110,Indian Wells Chapter
